
(my) C:\SCI_NSGA2_RCframe_다중목적최적화>python c:\SCI_NSGA2_RCframe_다중목적최적화\scripts\main.py
### Main Execution: 3 Building Examples (Proposed Scenario A) ###

============================================================
Running Optimization for Example_1_4Story (4 Floors)...     
Strategy: Hybrid (Hybrid Grouping)
Params: Pop=500, Gen=100
============================================================

[Visualization] Generating architectural load pattern plots...

[세대 진화] 초기 집단 평가 중...
최적화 시작...
gen     nevals  avg                     max                     min                             std                     sep1    success_rate    valid_ratio     sep2    avg_cost        min_cost        avg_drift     min_drift       sep3    best_margins                            hypervolume     sep4    hof_size        sep5    hof_min_cost    hof_min_drift
0       500     [1.06406414 0.01521797] [1.46053188 0.18602905] [5.76105413e-01 1.00000000e-07] [0.23465446 0.01137271] |       100             51              |       9.98639e+07     6.71277e+07     0.0107681     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       6               |       6.71277e+07     0
1       488     [1.08978161 0.01252971] [1.46053188 0.02245095] [5.78453878e-01 1.00000000e-07] [0.20181119 0.00594069] |       100             68.2            |       9.62075e+07     6.66143e+07     0.0106409     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       6.66143e+07     0
2       483     [1.05310254 0.00986364] [1.46053188 0.01976634] [5.59634078e-01 1.00000000e-07] [0.18140833 0.00429316] |       100             100             |       9.1516e+07      6.21293e+07     0.00986364    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       6.21293e+07     0
3       487     [0.90554572 0.00898374] [1.37165922 0.01991388] [5.59634078e-01 1.00000000e-07] [0.11528312 0.00410374] |       100             100             |       8.27606e+07     6.21293e+07     0.00898373    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       5               |       6.21293e+07     0
4       491     [0.81102287 0.00940398] [0.93930731 0.01991388] [5.01360231e-01 1.00000000e-07] [0.07699719 0.0040622 ] |       100             100             |       7.72268e+07     5.87869e+07     0.00940397    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       6               |       5.87869e+07     0
5       487     [0.75559929 0.00943722] [0.86907558 0.01991388] [5.01360231e-01 1.00000000e-07] [0.06406527 0.00371454] |       100             100             |       7.39042e+07     5.87869e+07     0.00943721    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       5.87869e+07     0
6       491     [0.71128408 0.00949372] [0.81862684 0.01961885] [5.01360231e-01 1.00000000e-07] [0.05908832 0.00333386] |       100             100             |       7.12908e+07     5.87869e+07     0.00949371    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       5               |       5.87869e+07     0
7       479     [0.6672275 0.0096929]   [0.75639434 0.01983002] [4.76017649e-01 1.00000000e-07] [0.04813597 0.00336533] |       100             100             |       6.86867e+07     5.7081e+07      0.0096929     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       5.7081e+07      0
8       485     [0.63572005 0.00946174] [0.72099332 0.01932609] [4.76017649e-01 1.00000000e-07] [0.04399631 0.00290053] |       100             100             |       6.68109e+07     5.7081e+07      0.00946173    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       5.7081e+07      0
9       489     [0.61154247 0.00939874] [0.69596225 0.01867372] [4.61961288e-01 1.00000000e-07] [0.0442858  0.00273806] |       100             100             |       6.53616e+07     5.66112e+07     0.00939874    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       5.66112e+07     0
10      486     [0.58582563 0.00941878] [0.6784905  0.01867372] [4.61961288e-01 1.00000000e-07] [0.04181013 0.0028688 ] |       100             100             |       6.38038e+07     5.63869e+07     0.00941877    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       6               |       5.66112e+07     0
11      481     [0.56009946 0.00959881] [0.6406557  0.01503036] [4.53430893e-01 1.00000000e-07] [0.03718438 0.00274047] |       100             100             |       6.22724e+07     5.6137e+07      0.0095988     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       5               |       5.6137e+07      0
12      485     [0.53694938 0.00981659] [0.60632275 0.01794719] [4.21081177e-01 1.00000000e-07] [0.0338027  0.00285509] |       100             100             |       6.08795e+07     5.37813e+07     0.00981659    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       10              |       5.37813e+07     0
13      488     [0.51707336 0.00992437] [0.57613172 0.01794719] [4.11674018e-01 1.00000000e-07] [0.03212291 0.00296469] |       100             100             |       5.9676e+07      5.31503e+07     0.00992437    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       7               |       5.31503e+07     0
14      492     [0.49837984 0.01003179] [0.56418384 0.01794719] [4.11186126e-01 1.00000000e-07] [0.03133386 0.00294666] |       100             100             |       5.85527e+07     5.30895e+07     0.0100318     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       1               |       5.30895e+07     0
15      482     [0.48129509 0.00998786] [0.5502709  0.01529985] [3.81341381e-01 1.00000000e-07] [0.03204483 0.00300735] |       100             100             |       5.75176e+07     5.16094e+07     0.00998786    0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       2               |       5.16094e+07     0
16      485     [0.46601242 0.01011029] [0.52583857 0.01471528] [3.64361561e-01 1.00000000e-07] [0.03033355 0.00304691] |       100             100             |       5.66026e+07     5.03817e+07     0.0101103     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       2               |       5.03817e+07     0
17      481     [0.44917217 0.01027349] [0.5089065  0.01514307] [3.3130632e-01 1.0000000e-07]   [0.02701328 0.003217  ] |       100             100             |       5.55804e+07     4.83774e+07     0.0102735     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       4.83774e+07     0
18      480     [0.43315673 0.01050057] [0.47691194 0.01514307] [3.3130632e-01 1.0000000e-07]   [0.02399044 0.00330871] |       100             100             |       5.46295e+07     4.83774e+07     0.0105006     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       4.83774e+07     0
19      481     [0.42047986 0.0106617 ] [0.46109362 0.0161576 ] [3.3130632e-01 1.0000000e-07]   [0.02383126 0.00337782] |       100             100             |       5.3871e+07      4.83774e+07     0.0106617     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       4.83774e+07     0
20      485     [0.40931092 0.01076382] [0.44547934 0.0161576 ] [3.3130632e-01 1.0000000e-07]   [0.02223017 0.00341859] |       100             100             |       5.32102e+07     4.83774e+07     0.0107638     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       5               |       4.83774e+07     0
21      485     [0.39784903 0.01092647] [0.42910001 0.0161576 ] [3.17406002e-01 1.00000000e-07] [0.0209378  0.00328315] |       100             100             |       5.25372e+07     4.72736e+07     0.0109265     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       6               |       4.72736e+07     0
22      487     [0.38686203 0.0109031 ] [0.42163775 0.01471528] [3.02253569e-01 1.00000000e-07] [0.02059444 0.00335775] |       100             100             |       5.18884e+07     4.6587e+07      0.0109031     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       8               |       4.6587e+07      0
23      484     [0.37725417 0.01088031] [0.41118613 0.01460733] [3.02253569e-01 1.00000000e-07] [0.01932145 0.00336251] |       100             100             |       5.13246e+07     4.6587e+07      0.0108803     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       7               |       4.6587e+07      0
24      485     [0.3679464 0.0111364]   [0.40046336 0.01460733] [2.93372636e-01 1.00000000e-07] [0.01958827 0.00316282] |       100             100             |       5.07524e+07     4.60857e+07     0.0111364     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       9               |       4.60857e+07     0
25      488     [0.35934962 0.01131096] [0.38910444 0.0145775 ] [2.93372636e-01 1.00000000e-07] [0.01930362 0.0031243 ] |       100             100             |       5.02353e+07     4.60857e+07     0.011311      0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       7               |       4.60857e+07     0
26      480     [0.34991951 0.01124275] [0.38025932 0.01447785] [2.75252651e-01 1.00000000e-07] [0.02033872 0.00311368] |       100             100             |       4.96563e+07     4.49872e+07     0.0112427     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       3               |       4.49872e+07     0
27      491     [0.34254031 0.01129997] [0.37612641 0.01447785] [2.75252651e-01 1.00000000e-07] [0.01945086 0.00326003] |       100             100             |       4.91871e+07     4.49872e+07     0.0113        0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       4.49872e+07     0
28      481     [0.33320986 0.0114655 ] [0.370195   0.01477549] [2.75252651e-01 1.00000000e-07] [0.01820879 0.00320698] |       100             100             |       4.86117e+07     4.49872e+07     0.0114655     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       4.49872e+07     0
29      484     [0.32541771 0.0114794 ] [0.36242854 0.01477549] [2.71702316e-01 1.00000000e-07] [0.01801815 0.00310411] |       100             100             |       4.8126e+07      4.46914e+07     0.0114794     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       4               |       4.49842e+07     0
30      481     [0.31828366 0.01143885] [0.35608796 0.01477549] [2.65660036e-01 1.00000000e-07] [0.01815668 0.00303588] |       100             100             |       4.76918e+07     4.42543e+07     0.0114388     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       6               |       4.42543e+07     0
31      491     [0.31080519 0.01151687] [0.34807138 0.01477549] [2.56977841e-01 1.00000000e-07] [0.01846607 0.00289619] |       100             100             |       4.72241e+07     4.39985e+07     0.0115169     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       10              |       4.39985e+07     0
32      483     [0.30551524 0.01139408] [0.34386545 0.01477549] [2.49335135e-01 1.00000000e-07] [0.01988152 0.0028652 ] |       100             100             |       4.68985e+07     4.33532e+07     0.0113941     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       19              |       4.33532e+07     0
33      482     [0.3002225  0.01137002] [0.34070118 0.01452642] [2.49335135e-01 1.00000000e-07] [0.02030849 0.00277598] |       100             100             |       4.65726e+07     4.33532e+07     0.01137       0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       19              |       4.33532e+07     0
34      487     [0.29561529 0.01131913] [0.34011453 0.01423235] [2.49335135e-01 1.00000000e-07] [0.02118027 0.00270712] |       100             100             |       4.62812e+07     4.33532e+07     0.0113191     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       14              |       4.33532e+07     0
35      484     [0.29120339 0.01132577] [0.34005679 0.0144378 ] [2.49335135e-01 1.00000000e-07] [0.02137891 0.00268049] |       100             100             |       4.6005e+07      4.33532e+07     0.0113258     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       14              |       4.33532e+07     0
36      488     [0.28821134 0.01128372] [0.33941624 0.01447076] [2.38319443e-01 1.00000000e-07] [0.02268385 0.00267897] |       100             100             |       4.58159e+07     4.28139e+07     0.0112837     0               |       S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00   0               |       18              |       4.28139e+07     0
